datetime,spot_price,gen_ccgt,gen_coal,gen_hydro,gen_nuclear,gen_solar_pv,gen_solar_th,gen_total,gen_wind,demand_total
2025-03-20 09:00:00+00:00,5.0,,,5570.2,3591.7,6209.8,71.6,36467.7,18867.1,31773.9
2025-03-20 10:00:00+00:00,3.52,,,4970.5,3592.7,9041.2,199.8,36728.7,16766.7,31214.1
2025-03-20 11:00:00+00:00,3.42,,,3663.0,3591.7,10900.6,272.1,35414.0,14849.2,30877.8
2025-03-20 12:00:00+00:00,0.43,,,3442.4,3591.7,11586.6,304.4,35002.2,13952.1,30832.7
2025-03-20 13:00:00+00:00,0.65,,,3457.6,3590.7,12062.7,337.5,35202.9,13637.0,30900.0
2025-03-20 14:00:00+00:00,3.52,,,3442.2,3589.7,12004.0,350.9,37392.0,15880.8,30703.3
2025-03-20 15:00:00+00:00,6.09,,,3471.2,3589.7,10918.2,351.1,36832.7,16391.0,30237.6
2025-03-20 16:00:00+00:00,15.47,,,3927.9,3590.7,8762.4,294.6,34637.8,15944.0,29811.2
2025-03-20 17:00:00+00:00,35.0,,,5532.5,4105.4,5744.5,227.0,32930.1,14961.7,30444.5
2025-03-20 18:00:00+00:00,62.96,,,6879.1,5640.7,2150.0,177.7,32529.2,14332.2,31012.2
2025-03-20 19:00:00+00:00,101.6,,,8614.9,5640.7,379.3,181.3,32719.6,14363.0,32200.7
2025-03-20 20:00:00+00:00,93.74,,,8020.7,5641.7,12.3,290.5,32195.9,14646.3,33759.0
2025-03-20 21:00:00+00:00,63.99,,,7802.8,5641.7,4.1,208.1,32055.0,15022.3,33015.5
2025-03-20 22:00:00+00:00,50.21,,,7380.9,5640.7,4.1,208.1,31519.7,15109.1,30323.9
2025-03-20 23:00:00+00:00,41.34,,,6495.3,5641.7,4.1,208.1,30155.0,15024.3,27184.9
2025-03-21 00:00:00+00:00,16.74,100.0,,6064.0,3592.7,,315.3,29077.9,16180.7,25281.4
2025-03-21 01:00:00+00:00,9.2,,,5804.2,3592.7,,310.9,27995.4,15713.1,23679.9
2025-03-21 02:00:00+00:00,5.7,,,5212.7,3592.7,,260.8,26872.0,15228.0,22395.6
2025-03-21 03:00:00+00:00,4.2,,,5012.0,3592.7,,260.7,26168.9,14715.2,21964.5
2025-03-21 04:00:00+00:00,3.52,,,4993.6,3592.7,,260.7,25977.1,14544.9,21942.4
2025-03-21 05:00:00+00:00,4.2,,,4977.4,3592.7,,260.9,26551.6,15140.2,22708.4
2025-03-21 06:00:00+00:00,8.85,,,5238.3,3593.7,246.1,117.0,28068.8,16280.1,25542.5
2025-03-21 07:00:00+00:00,17.0,,,6058.9,3591.7,678.7,101.0,30396.3,17106.6,29288.3
2025-03-21 08:00:00+00:00,10.6,,,5896.2,3593.7,3652.1,103.2,33495.9,17675.2,31074.5
2025-03-21 09:00:00+00:00,3.52,,,5547.8,3592.7,7768.1,140.5,36283.0,16667.4,31151.8
2025-03-21 10:00:00+00:00,3.52,,,4885.8,3591.7,10479.7,314.8,36940.3,15410.7,31090.9
2025-03-21 11:00:00+00:00,0.74,,,4834.9,3593.7,11177.9,328.6,37162.9,14982.9,30620.9
2025-03-21 12:00:00+00:00,0.65,,,4660.1,3591.7,11275.1,358.8,37436.6,15308.1,30388.3
2025-03-21 13:00:00+00:00,0.18,,,4718.7,3592.7,10853.9,363.1,37251.1,15514.0,30383.8
2025-03-21 14:00:00+00:00,0.18,,,4704.3,3591.7,10128.7,363.9,36632.5,15633.5,30019.8
2025-03-21 15:00:00+00:00,0.65,,,4712.7,3590.7,9277.0,371.0,35784.6,15630.9,29458.1
2025-03-21 16:00:00+00:00,1.1,,,4823.1,3591.7,7783.3,322.7,34342.4,15562.0,29072.0
2025-03-21 17:00:00+00:00,3.52,,,5260.7,3592.7,5644.0,253.0,34827.6,17862.7,29276.7
2025-03-21 18:00:00+00:00,9.5,,,6168.9,3591.7,2355.0,213.0,33593.8,18724.5,30215.5
2025-03-21 19:00:00+00:00,35.0,,,7255.0,3911.0,436.6,180.6,32954.3,18147.4,31863.9
2025-03-21 20:00:00+00:00,40.0,,,7311.3,5643.7,12.9,289.2,33933.7,17579.9,32473.8
2025-03-21 21:00:00+00:00,35.01,,,7319.4,5222.2,4.7,280.7,32942.7,17069.7,31578.9
2025-03-21 22:00:00+00:00,29.42,,,7208.0,3591.7,4.7,260.7,30807.2,16701.1,28957.2
2025-03-21 23:00:00+00:00,15.0,,,6530.0,3592.7,4.7,260.7,29751.1,16673.3,26579.1
2025-03-22 00:00:00+00:00,3.52,,,6833.8,3584.2,,341.1,28532.6,15225.2,24490.6
2025-03-22 01:00:00+00:00,3.52,,,6182.9,3585.2,,341.2,26238.8,13600.0,22852.2
2025-03-22 02:00:00+00:00,1.0,,,6067.0,3584.2,,323.8,25558.8,13087.6,21587.8
2025-03-22 03:00:00+00:00,0.5,,,5609.6,3584.2,,323.8,24712.9,12772.0,20910.5
2025-03-22 04:00:00+00:00,0.5,,,5543.6,3585.2,,323.8,24524.6,12660.2,20519.7
2025-03-22 05:00:00+00:00,1.0,,,5451.9,3583.2,,323.8,24551.1,12769.7,20541.7
2025-03-22 06:00:00+00:00,0.65,,,6098.4,3585.2,337.3,149.8,25158.2,12571.7,21445.8
2025-03-22 07:00:00+00:00,0.5,,,6513.4,3584.2,994.7,149.7,26073.0,12417.4,22496.0
2025-03-22 08:00:00+00:00,0.1,,,5978.6,3585.2,4327.4,164.7,28597.8,12339.8,23977.1
2025-03-22 09:00:00+00:00,0.0,,,5372.9,3584.2,7846.6,247.3,31779.8,12696.7,25845.9
2025-03-22 10:00:00+00:00,0.0,,,5061.9,3584.2,9648.8,391.6,32539.4,11984.1,26452.8
2025-03-22 11:00:00+00:00,0.0,,,4976.0,3584.2,10208.2,440.6,32490.7,11497.8,26446.0
2025-03-22 12:00:00+00:00,0.0,,,4949.0,3584.2,10515.0,461.5,32459.4,11210.1,26301.8
2025-03-22 13:00:00+00:00,0.0,,,4947.8,3584.2,10909.1,494.3,32817.2,11134.2,26576.0
2025-03-22 14:00:00+00:00,0.0,,,4945.7,3584.2,10889.5,497.9,32348.6,10710.4,26306.7
2025-03-22 15:00:00+00:00,-0.01,,,4937.3,3583.2,10531.5,469.6,31508.7,10289.1,25538.6
2025-03-22 16:00:00+00:00,0.0,,,5028.3,3584.2,9880.1,459.8,31177.3,10395.1,25066.4
2025-03-22 17:00:00+00:00,0.65,,,5226.5,3584.2,7969.2,472.6,30353.5,11082.8,25299.5
2025-03-22 18:00:00+00:00,10.5,,,6121.7,3584.2,3540.7,408.0,29647.9,13411.1,26618.8
2025-03-22 19:00:00+00:00,40.0,,,7572.7,5636.2,688.3,142.8,29846.9,12699.0,28520.7
2025-03-22 20:00:00+00:00,76.01,,,8237.7,5635.2,37.4,233.7,29508.9,12150.1,28786.1
2025-03-22 21:00:00+00:00,52.05,,,7902.9,5636.2,15.2,225.2,28817.0,11889.9,28733.2
2025-03-22 22:00:00+00:00,43.9,,,7643.8,5634.2,12.2,225.1,28361.3,11775.9,26820.9
2025-03-22 23:00:00+00:00,35.01,,,6647.4,5579.1,12.2,225.1,26903.0,11617.5,24850.7
2025-03-23 00:00:00+00:00,35.01,,,7292.0,5399.6,12.2,418.8,27153.6,11679.6,22915.7
2025-03-23 01:00:00+00:00,33.55,,,7009.7,3594.2,9.2,418.8,25021.3,11714.6,21179.6
2025-03-23 02:00:00+00:00,19.97,,,6788.3,3599.2,9.2,418.7,24738.3,11853.6,19975.4
2025-03-23 03:00:00+00:00,10.1,,,6704.1,3604.2,9.2,418.7,24667.8,11953.2,19487.7
2025-03-23 04:00:00+00:00,8.5,,,6408.2,3609.2,8.2,418.8,24508.6,12089.1,19234.9
2025-03-23 05:00:00+00:00,8.74,,,6140.8,3614.2,8.2,418.9,24243.6,12091.1,19279.4
2025-03-23 06:00:00+00:00,10.1,,,6177.9,3619.2,254.8,244.9,24355.9,11858.3,19930.8
2025-03-23 07:00:00+00:00,15.0,,,5898.0,3624.2,850.0,239.1,24328.4,11433.5,20453.3
2025-03-23 08:00:00+00:00,7.4,,,5718.7,3629.2,3891.2,239.6,26366.4,10740.3,21074.9
2025-03-23 09:00:00+00:00,3.52,,,5561.9,3634.2,8349.1,268.4,27922.0,8182.0,22550.2
2025-03-23 10:00:00+00:00,0.65,,,5387.5,3639.2,11359.0,246.8,30114.4,7540.4,23827.8
2025-03-23 11:00:00+00:00,0.54,,,5334.2,3644.2,12582.4,291.8,30989.1,7229.1,24254.3
2025-03-23 12:00:00+00:00,0.1,,,5304.2,3649.2,13597.3,406.6,31758.7,6871.1,24405.7
2025-03-23 13:00:00+00:00,0.5,,,5283.7,3654.2,13981.4,548.5,32179.4,6796.2,24948.6
2025-03-23 14:00:00+00:00,0.06,,,5264.4,3759.2,14068.0,701.2,32449.3,6745.8,25046.8
2025-03-23 15:00:00+00:00,0.0,,,5220.4,3864.2,13315.1,835.6,31595.5,6500.7,23977.5
2025-03-23 16:00:00+00:00,0.02,,,5297.2,3969.2,12276.8,845.2,30984.9,6696.7,23585.0
2025-03-23 17:00:00+00:00,3.52,,,5474.8,4074.2,9662.8,819.9,29004.9,7083.4,23965.2
2025-03-23 18:00:00+00:00,35.01,,,6683.6,5397.1,4309.1,733.1,27115.8,7628.8,25385.3
2025-03-23 19:00:00+00:00,108.0,,,8941.8,6334.2,613.5,385.2,27322.1,7897.5,27120.7
2025-03-23 20:00:00+00:00,125.92,,,9504.2,6439.2,126.6,367.6,27837.6,8155.6,28631.7
2025-03-23 21:00:00+00:00,111.0,,,9090.5,6462.2,19.3,335.3,27463.3,8341.6,28502.8
2025-03-23 22:00:00+00:00,98.84,,,8670.6,6467.2,16.3,329.8,27175.7,8505.9,26734.4
2025-03-23 23:00:00+00:00,63.11,,,7930.8,6472.2,8.1,329.6,25947.4,8163.2,24863.2
2025-03-24 00:00:00+00:00,40.03,110.0,,6950.3,6545.3,11.2,372.8,25388.4,8865.7,23102.8
2025-03-24 01:00:00+00:00,28.0,,,6750.6,6377.1,,372.8,24695.4,8804.0,21811.2
2025-03-24 02:00:00+00:00,24.0,,,6756.0,6208.9,3.0,372.8,24517.1,8809.1,21010.4
2025-03-24 03:00:00+00:00,21.96,,,6730.4,6139.7,,372.8,24291.9,8692.1,20537.0
2025-03-24 04:00:00+00:00,21.87,,,6851.1,6150.7,,372.8,24447.0,8719.6,20603.4
2025-03-24 05:00:00+00:00,25.0,,,6918.3,6061.7,0.1,372.9,24496.3,8758.6,21643.9
2025-03-24 06:00:00+00:00,40.38,,,7285.9,6071.7,227.6,198.9,25640.3,8750.3,24954.6
2025-03-24 07:00:00+00:00,61.51,,,8077.9,6080.7,1449.8,193.9,27778.4,8754.2,28848.6
2025-03-24 08:00:00+00:00,37.93,,,7900.6,6092.7,7465.0,210.9,32785.9,8075.2,31354.6
2025-03-24 09:00:00+00:00,20.19,,,6884.6,6100.7,13984.7,509.9,37509.9,7565.6,32004.4
2025-03-24 10:00:00+00:00,3.52,,,6491.7,6106.7,17255.8,1015.2,39647.6,6447.1,32250.8
2025-03-24 11:00:00+00:00,0.65,,,6228.2,6106.7,18114.1,1243.1,39557.7,5527.1,31949.8
2025-03-24 12:00:00+00:00,0.65,,,6172.3,6105.7,17903.2,1261.1,39508.4,5724.5,31839.4
2025-03-24 13:00:00+00:00,2.0,,,6152.7,6106.7,17620.2,1211.4,39622.5,6198.9,31773.5
2025-03-24 14:00:00+00:00,3.52,,,6129.4,6105.7,16646.0,1182.4,39039.5,6652.8,31390.3
2025-03-24 15:00:00+00:00,3.52,,,6172.2,6104.7,15388.9,1081.3,38796.0,7724.5,30888.7
2025-03-24 16:00:00+00:00,7.4,,,6211.7,6106.7,13389.0,1001.6,38339.3,9312.9,30669.7
2025-03-24 17:00:00+00:00,23.79,,,6875.2,6105.7,10050.4,912.5,35710.0,9376.4,30900.6
2025-03-24 18:00:00+00:00,59.99,,,8079.5,6105.7,4295.0,650.8,32282.8,9666.0,31264.7
2025-03-24 19:00:00+00:00,179.1,,,10733.8,6106.7,727.7,394.3,31679.1,10048.0,31669.8
2025-03-24 20:00:00+00:00,158.3,,,10732.9,6105.7,126.5,431.7,31377.4,10296.6,33124.7
2025-03-24 21:00:00+00:00,120.96,,,9637.8,6106.7,8.4,423.0,30366.6,10510.0,32254.2
2025-03-24 22:00:00+00:00,107.92,,,9222.9,6105.7,8.4,416.9,29924.5,10498.0,29399.2
2025-03-24 23:00:00+00:00,74.73,,,8198.7,6105.7,8.4,375.7,28131.4,9922.2,26926.7
2025-03-25 00:00:00+00:00,40.51,,,8033.5,6107.6,3.0,419.6,27250.7,9451.2,25614.2
2025-03-25 01:00:00+00:00,20.26,,,7870.3,6108.7,,435.2,26594.8,9427.3,24247.0
2025-03-25 02:00:00+00:00,13.13,,,7848.4,6108.7,,390.0,26333.7,9409.9,23440.2
2025-03-25 03:00:00+00:00,12.2,,,7849.8,6108.7,,390.3,26332.1,9401.2,22927.2
2025-03-25 04:00:00+00:00,12.73,,,7799.3,6108.7,0.1,390.2,26209.7,9330.3,22940.6
2025-03-25 05:00:00+00:00,17.87,,,7838.6,6108.7,0.5,435.3,26349.9,9296.8,23498.6
2025-03-25 06:00:00+00:00,32.38,,,8520.0,6109.7,49.3,380.3,27119.3,9015.5,26046.4
2025-03-25 07:00:00+00:00,90.99,,,9021.1,6108.7,1290.3,122.4,28963.8,9084.3,29371.9
2025-03-25 08:00:00+00:00,37.93,,,8360.3,6109.7,7299.1,149.6,33681.3,8644.6,31955.1
2025-03-25 09:00:00+00:00,4.96,,,7727.0,6108.7,13990.8,410.4,38419.6,7677.6,32721.5
2025-03-25 10:00:00+00:00,1.06,,,7075.9,6108.7,17272.0,1061.2,40662.4,6855.7,32679.4
2025-03-25 11:00:00+00:00,0.0,,,7012.4,6108.7,17576.3,1340.9,40767.0,6503.8,32223.7
2025-03-25 12:00:00+00:00,0.01,,,6962.8,6108.7,17835.7,1347.9,40660.4,6193.2,32083.0
2025-03-25 13:00:00+00:00,0.1,,,6972.4,6108.7,17707.5,1283.1,40296.6,6019.4,32023.6
2025-03-25 14:00:00+00:00,0.42,,,6967.8,6106.7,17080.3,1256.0,39746.3,6096.8,31702.8
2025-03-25 15:00:00+00:00,1.03,,,6969.2,6106.7,16438.1,1256.6,39393.8,6349.9,31158.3
2025-03-25 16:00:00+00:00,3.6,,,6963.1,6107.7,14834.3,1232.9,38979.4,7486.2,31001.3
2025-03-25 17:00:00+00:00,12.2,,,7160.5,6106.7,11662.6,1164.7,36868.6,8297.6,31273.7
2025-03-25 18:00:00+00:00,65.0,,,8728.7,6106.7,5238.7,971.1,33805.8,9212.3,31551.5
2025-03-25 19:00:00+00:00,160.86,,,10522.1,6107.7,1215.6,695.2,32258.4,9986.5,32466.0
2025-03-25 20:00:00+00:00,158.84,,,10578.2,6107.7,488.1,521.9,31976.8,10534.2,33901.6
2025-03-25 21:00:00+00:00,128.4,,,10244.3,6107.7,15.3,488.2,31364.0,10763.7,32549.6
2025-03-25 22:00:00+00:00,104.25,,,9431.5,6106.7,12.3,441.3,30409.6,10692.4,29906.0
2025-03-25 23:00:00+00:00,99.0,,,8941.7,6108.7,12.3,361.0,29256.2,10228.4,27121.5
2025-03-26 00:00:00+00:00,47.39,100.0,,8649.4,6108.7,4.0,375.0,27622.6,9105.8,25547.6
2025-03-26 01:00:00+00:00,30.0,,,7871.7,6109.7,,399.8,26523.6,8996.8,24246.5
2025-03-26 02:00:00+00:00,15.85,,,7814.0,6109.7,4.0,399.7,25921.4,8756.8,23182.4
2025-03-26 03:00:00+00:00,15.8,,,7801.3,6108.7,,399.8,25531.8,8386.4,22899.8
2025-03-26 04:00:00+00:00,20.08,,,7834.4,6109.7,,399.8,25624.0,8326.6,22540.5
2025-03-26 05:00:00+00:00,28.6,,,7987.9,6109.7,,399.7,25977.5,8319.4,23342.1
2025-03-26 06:00:00+00:00,60.0,,,9188.5,6109.7,102.5,282.7,27531.2,8491.6,25990.8
2025-03-26 07:00:00+00:00,95.79,,,9495.1,6109.7,1789.3,192.8,29535.3,8527.5,29143.2
2025-03-26 08:00:00+00:00,21.7,,,8129.4,6110.7,9186.8,225.3,35478.2,8804.9,32043.2
2025-03-26 09:00:00+00:00,0.2,,,7841.8,6108.7,16143.8,862.4,40208.3,6832.2,31675.8
2025-03-26 10:00:00+00:00,-0.01,,,7185.3,6109.7,16986.2,1595.5,39908.5,6021.4,30815.5
2025-03-26 11:00:00+00:00,-0.45,,,6877.0,6109.7,16319.5,1853.3,38138.2,5000.5,30351.2
2025-03-26 12:00:00+00:00,-0.5,,,6857.1,6109.7,16312.3,1884.1,38077.8,4948.2,30130.8
2025-03-26 13:00:00+00:00,-0.45,,,6880.0,6108.7,16135.5,1885.2,38163.3,5189.0,30167.3
2025-03-26 14:00:00+00:00,-0.45,,,6840.5,6107.7,15543.2,1851.3,37891.3,5588.1,29876.3
2025-03-26 15:00:00+00:00,-0.45,,,6861.4,6107.7,14629.3,1856.2,37494.2,6084.4,29359.2
2025-03-26 16:00:00+00:00,-0.01,,,6901.4,6107.7,13868.1,1832.7,37304.9,6657.5,29202.9
2025-03-26 17:00:00+00:00,0.0,,,7419.9,6106.7,12788.1,1677.5,38066.8,7754.7,29853.8
2025-03-26 18:00:00+00:00,27.0,,,8136.7,6107.7,5951.7,1262.0,35283.0,10835.2,30601.9
2025-03-26 19:00:00+00:00,125.22,,,10714.5,6107.7,808.0,844.8,33573.2,11338.3,31616.5
2025-03-26 20:00:00+00:00,126.66,,,10779.0,6108.7,31.1,644.9,32921.3,11578.6,32830.7
2025-03-26 21:00:00+00:00,104.94,,,9759.6,6107.7,5.1,619.0,31805.0,11538.4,32116.1
2025-03-26 22:00:00+00:00,97.33,,,9760.9,6108.7,13.3,618.4,31509.7,11281.3,29433.4
2025-03-26 23:00:00+00:00,54.68,,,9563.7,6107.7,5.1,585.3,30733.3,10865.1,27514.6
2025-03-27 00:00:00+00:00,93.52,100.0,,8917.5,5105.2,12.2,503.1,27193.2,9371.1,25029.3
2025-03-27 01:00:00+00:00,63.09,,,8443.8,5106.2,12.2,480.1,26095.0,8951.3,23702.9
2025-03-27 02:00:00+00:00,60.0,,,8033.2,5106.2,12.2,470.2,25289.2,8570.4,22733.5
2025-03-27 03:00:00+00:00,52.98,,,7866.5,5105.2,12.2,470.2,24788.4,8259.8,22354.4
2025-03-27 04:00:00+00:00,52.98,,,7887.8,5107.2,12.2,424.3,24558.3,8051.8,22236.8
2025-03-27 05:00:00+00:00,63.09,,,8152.1,5106.2,8.2,414.4,24767.2,7951.1,22942.7
2025-03-27 06:00:00+00:00,85.92,,,9256.5,6112.2,152.6,267.6,26919.9,7887.3,25744.6
2025-03-27 07:00:00+00:00,125.03,,,10290.1,6112.2,1723.1,187.4,29502.5,7852.3,29021.0
2025-03-27 08:00:00+00:00,59.0,,,8536.3,6113.2,8536.0,208.2,34247.9,7636.7,31303.5
2025-03-27 09:00:00+00:00,3.52,,,7815.5,5106.2,15664.4,827.7,38373.7,6635.7,31809.1
2025-03-27 10:00:00+00:00,0.0,,,7191.0,5105.2,18367.7,1597.9,40070.2,5493.6,31508.4
2025-03-27 11:00:00+00:00,-0.01,,,6857.7,5107.2,17898.4,1759.6,38636.1,4986.5,30881.3
2025-03-27 12:00:00+00:00,-0.01,,,6789.5,5106.2,17903.6,1715.6,38568.7,5038.5,30693.9
2025-03-27 13:00:00+00:00,-0.01,,,6799.2,5105.2,17711.3,1668.5,38565.2,5252.3,30621.4
2025-03-27 14:00:00+00:00,-0.01,,,6780.2,5104.2,17226.3,1647.5,38293.4,5517.4,30339.6
2025-03-27 15:00:00+00:00,-0.01,,,6798.2,5104.2,16024.1,1673.3,37419.4,5817.7,29736.6
2025-03-27 16:00:00+00:00,0.0,,,6813.6,5104.2,14738.7,1692.1,36935.9,6568.8,29457.1
2025-03-27 17:00:00+00:00,0.65,,,7289.8,5103.2,12657.2,1604.8,36497.8,7584.2,30130.9
2025-03-27 18:00:00+00:00,47.81,,,8468.2,5104.2,6002.4,1288.6,33877.0,9610.0,30396.4
2025-03-27 19:00:00+00:00,150.0,,,10789.7,6110.2,1002.4,899.4,32601.8,10110.1,30758.5
2025-03-27 20:00:00+00:00,135.57,,,10710.1,6111.2,296.8,657.5,31870.9,10376.8,32234.6
2025-03-27 21:00:00+00:00,117.75,,,9693.6,6111.2,102.6,594.6,30536.5,10322.0,31585.1
2025-03-27 22:00:00+00:00,106.1,,,9546.5,6110.2,13.3,584.1,30023.8,10063.5,29068.4
2025-03-27 23:00:00+00:00,93.2,,,9248.2,6111.2,13.3,583.8,29376.7,9788.8,26602.0
2025-03-28 00:00:00+00:00,51.4,100.0,,8328.0,6107.3,12.2,464.2,28647.1,10280.1,24937.2
2025-03-28 01:00:00+00:00,37.0,,,7373.8,6107.3,4.0,469.2,27178.0,10003.2,23382.7
2025-03-28 02:00:00+00:00,21.61,,,7192.6,6108.3,4.0,423.7,26264.8,9557.3,22540.3
2025-03-28 03:00:00+00:00,20.8,,,7179.3,6107.3,4.0,404.4,25906.9,9234.1,22136.5
2025-03-28 04:00:00+00:00,20.8,,,7214.0,6109.3,4.1,404.5,25727.2,9017.3,22091.5
2025-03-28 05:00:00+00:00,29.5,,,7327.9,6107.3,0.2,414.4,25964.5,9114.4,22735.6
2025-03-28 06:00:00+00:00,51.4,,,8291.9,6109.3,141.9,419.6,27638.1,9271.0,25774.8
2025-03-28 07:00:00+00:00,86.9,,,9062.9,6108.3,2074.5,334.1,30289.0,9291.0,29344.7
2025-03-28 08:00:00+00:00,20.08,,,7470.2,6108.3,9820.9,332.1,35996.3,9411.1,31282.1
2025-03-28 09:00:00+00:00,0.02,,,6932.5,6108.3,16882.1,1000.3,40390.3,7278.0,31094.3
2025-03-28 10:00:00+00:00,-0.4,,,6465.0,6108.3,17259.5,1850.7,40159.8,6570.9,30155.8
2025-03-28 11:00:00+00:00,-1.0,,,6378.2,6108.3,17053.9,1985.3,39152.4,5728.7,29423.4
2025-03-28 12:00:00+00:00,-1.02,,,6267.9,6107.3,16840.3,2039.2,38806.3,5680.7,29053.3
2025-03-28 13:00:00+00:00,-1.04,,,6267.6,6107.3,16747.3,2030.1,38780.7,5746.6,29027.7
2025-03-28 14:00:00+00:00,-1.2,,,6239.1,6106.3,16534.0,2041.0,38562.4,5759.8,28749.3
2025-03-28 15:00:00+00:00,-1.24,,,6280.2,6105.3,15574.8,2051.6,36979.4,5108.1,28386.4
2025-03-28 16:00:00+00:00,-1.24,,,6294.0,6104.3,14646.3,2055.6,36826.8,5882.4,28270.8
2025-03-28 17:00:00+00:00,-0.62,,,6495.4,6105.3,12826.4,2024.0,37233.8,7990.2,28696.8
2025-03-28 18:00:00+00:00,3.52,,,7516.6,6105.3,7468.2,1693.6,37643.9,12397.4,30178.9
2025-03-28 19:00:00+00:00,62.0,,,9169.7,6105.3,1153.4,1015.3,35446.5,14515.8,31611.0
2025-03-28 20:00:00+00:00,85.36,,,9400.0,6105.3,0.1,735.0,34651.4,14763.3,32380.9
2025-03-28 21:00:00+00:00,63.53,,,9058.9,6107.3,5.1,693.4,34297.5,14788.1,31728.1
2025-03-28 22:00:00+00:00,50.0,,,8980.3,6105.3,5.1,705.8,33663.5,14424.2,28942.8
2025-03-28 23:00:00+00:00,20.8,,,8497.8,6107.3,5.1,682.8,32137.9,14172.9,26893.6
2025-03-29 00:00:00+00:00,13.29,100.0,,7611.4,4103.3,,606.4,29436.7,14417.2,24504.7
2025-03-29 01:00:00+00:00,10.63,,,7322.4,3789.1,,581.3,28618.8,14267.8,22968.6
2025-03-29 02:00:00+00:00,7.0,,,7068.2,3593.7,4.0,535.1,27563.5,14009.9,21743.5
2025-03-29 03:00:00+00:00,5.0,,,6990.7,3592.7,1.7,450.8,26984.8,13676.6,21086.7
2025-03-29 04:00:00+00:00,4.96,,,6970.2,3593.7,,370.4,26715.1,13509.5,20732.9
2025-03-29 05:00:00+00:00,4.96,,,6983.8,3593.7,,365.1,26841.1,13479.4,20687.5
2025-03-29 06:00:00+00:00,5.0,,,7049.4,3593.7,247.7,183.2,27333.6,13822.1,21322.4
2025-03-29 07:00:00+00:00,3.52,,,6803.5,3593.7,2495.0,113.6,27683.7,12523.5,22086.8
2025-03-29 08:00:00+00:00,0.0,,,6392.3,3594.7,9759.9,130.8,31876.5,10101.6,23544.9
2025-03-29 09:00:00+00:00,-1.01,,,6176.6,3592.7,13420.8,1113.2,34282.8,8183.5,25082.0
2025-03-29 10:00:00+00:00,-2.0,,,5965.7,2423.9,15057.5,1966.0,33173.9,6021.6,25597.9
2025-03-29 11:00:00+00:00,-2.0,,,5935.1,3239.7,14145.0,2012.1,33042.0,5956.6,25566.0
2025-03-29 12:00:00+00:00,-2.0,,,5862.1,1678.9,15619.8,2090.6,33010.3,6030.4,25281.3
2025-03-29 13:00:00+00:00,-2.0,,,5793.2,1298.1,16196.3,2101.4,33277.0,6167.8,25488.0
2025-03-29 14:00:00+00:00,-2.2,,,5781.1,1246.7,15764.0,1981.0,32900.7,6407.9,25112.7
2025-03-29 15:00:00+00:00,-2.2,,,5778.6,1246.7,15117.1,1531.6,31846.8,6497.0,24189.8
2025-03-29 16:00:00+00:00,-2.2,,,5780.1,1246.7,14045.5,1868.7,31274.6,6658.5,23698.6
2025-03-29 17:00:00+00:00,-2.0,,,5944.7,3080.9,11983.8,2052.1,31906.8,7119.6,23974.8
2025-03-29 18:00:00+00:00,0.0,,,6571.1,3590.7,7368.6,1728.8,33341.7,12059.1,25123.7
2025-03-29 19:00:00+00:00,11.13,,,7119.8,3591.7,1320.8,1013.3,33247.1,17643.2,27147.7
2025-03-29 20:00:00+00:00,20.16,,,8013.8,3591.7,2.3,755.0,33607.4,18246.7,28807.2
2025-03-29 21:00:00+00:00,18.58,,,8015.7,3591.7,5.1,707.0,33502.8,18292.8,28688.5
2025-03-29 22:00:00+00:00,11.13,,,7352.7,3591.7,5.1,706.3,31871.5,17676.7,26646.2
2025-03-29 23:00:00+00:00,6.0,,,7065.5,3591.7,5.1,688.2,30120.2,16327.2,24544.3
2025-03-30 00:00:00+00:00,3.6,,,6440.4,3593.7,,628.1,27983.5,14999.1,22414.9
2025-03-30 01:00:00+00:00,3.2,,,5945.8,3593.7,,611.0,25071.7,12706.2,20567.4
2025-03-30 02:00:00+00:00,0.65,,,5908.4,3593.7,,595.9,23936.2,11744.9,19168.5
2025-03-30 03:00:00+00:00,0.1,,,5892.8,3593.7,,519.7,23586.9,11499.8,18880.9
2025-03-30 04:00:00+00:00,0.09,,,5875.4,3594.7,,444.4,23513.0,11514.2,18956.7
2025-03-30 05:00:00+00:00,0.17,,,5914.1,3593.7,6.1,444.4,23599.9,11560.3,19339.2
2025-03-30 06:00:00+00:00,0.13,,,5913.8,3594.7,488.4,345.7,23886.1,11497.7,19809.6
2025-03-30 07:00:00+00:00,0.0,,,5687.9,3593.7,2870.6,361.7,25226.8,10751.5,20173.9
2025-03-30 08:00:00+00:00,-1.53,,,4802.5,3594.7,8471.1,550.5,27066.8,8033.0,21207.4
2025-03-30 09:00:00+00:00,-2.31,,,4518.2,2300.7,13201.7,950.5,28454.9,6022.7,22162.6
2025-03-30 10:00:00+00:00,-3.8,,,3821.8,2300.7,14986.3,1265.9,29139.3,5419.6,22682.3
2025-03-30 11:00:00+00:00,-4.0,,,3815.1,2273.1,15635.2,1427.2,29814.8,5304.2,22782.3
2025-03-30 12:00:00+00:00,-4.0,,,3778.8,2179.7,14895.5,1451.9,28457.2,4783.5,23212.4
2025-03-30 13:00:00+00:00,-5.0,,,3747.8,2293.2,14420.6,1452.4,27449.2,4198.0,23530.2
2025-03-30 14:00:00+00:00,-5.21,,,3652.1,2029.5,12977.3,1447.7,24408.1,3041.1,22568.5
